AoA,M1.5_CA-ALPHA,M1.0_CA-ALPHA,M4.63_CA-ALPHA,M3.96_CA-ALPHA,M0.95_CA-ALPHA,M2.96_CA-ALPHA,M0.6_CA-ALPHA,M2.3_CA-ALPHA,M0.8_CA-ALPHA,M1.2_CA-ALPHA,M1.8_CA-ALPHA,M0.9_CA-ALPHA
7.200000000000001,0.39605315568008376,0.4432763281575698,0.19084317715405205,0.21937921740958333,0.34194124462111675,0.2767227551234864,0.24749540699758749,0.33622287511689397,0.25527649501524624,0.5164654580310338,0.38425499167525806,0.2898893947769299
7.300000000000001,0.39671342173030777,0.44416259656335855,0.19129599019088342,0.21956372503565097,0.34298714694851806,0.27708767655831273,0.24787119355905873,0.3366276201409961,0.25604831415337204,0.5172192330405854,0.38482187933718137,0.2904950757040498
7.4,0.3973751194040808,0.4450479765151628,0.1917624627242322,0.21974678818052448,0.34401348293035683,0.27744906980924666,0.24823362045212394,0.3370165795705004,0.2568125327478062,0.517962861953777,0.3853882314092145,0.29108142492577554
7.5,0.3980369335709159,0.44592958064539406,0.19224225210802962,0.21993077158667942,0.3450167784774173,0.2778069394043314,0.24858454661955953,0.3373905404247162,0.2575672633713904,0.518696294529943,0.3859538785815232,0.29164887012166674
7.600000000000001,0.398697549100326,0.44680452158646394,0.19273501569620685,0.22011803999659144,0.34599355950048327,0.2781612898716099,0.24892583100414212,0.3377502897229532,0.25831061859696614,0.5194194805284169,0.3865186515442731,0.29219783897128354
7.700000000000001,0.39935565086182406,0.4476699119707838,0.1932404108426949,0.22031095815273602,0.346940351910339,0.27851212573912537,0.24925933254864813,0.3380966144845207,0.259040710997375,0.520132369708533,0.38708238098762987,0.2927287591541857
7.800000000000001,0.40000992372492317,0.44852286443076533,0.19375809490142498,0.22051189079758876,0.3478536816177686,0.27885945140448615,0.24958691019585405,0.33843030172872823,0.25975565314545873,0.5208349118296253,0.3876448976017591,0.2932420583499332
7.9,0.40065905255913614,0.4493604915988199,0.19428772701215163,0.22072320267362522,0.3487300745335559,0.2792032458963129,0.24991042288853646,0.33875213847488533,0.26045355761405875,0.5215270566510276,0.3882060320768265,0.2937381642380861
8.0,0.4013017222339761,0.4501799061073592,0.19482898796529657,0.22094725852332095,0.3495660565684853,0.27954343272384596,0.2502317295694718,0.3390629117423014,0.26113253697601685,0.522208753932074,0.3887656151029978,0.29421750449820405
8.100000000000001,0.4019366176189558,0.45097822058879455,0.19538157295425038,0.2211864230891516,0.3503581536333405,0.2798799280490957,0.25055268918143664,0.339363408550286,0.2617907038041745,0.5228799534320907,0.3893234773704385,0.29468050680984725
8.2,0.4025624235835885,0.4517525476755377,0.19594517743276554,0.22144272351907632,0.3511029238937409,0.28021264803407264,0.2508751606672074,0.339654366516289,0.2624261706713734,0.5235405724043113,0.38987944956931436,0.29512759885257545
8.3,0.40317782856084244,0.4525,0.19651949685459466,0.22171634165821102,0.35179864139227013,0.28054150884078705,0.25120097526273394,0.3399362532255551,0.2630370501504551,0.5241904004778656,0.3904333623897911,0.2955592083059486
8.400000000000002,0.4037819914429052,0.4532182451455845,0.19710422667349026,0.22200683202822458,0.35244612075021575,0.28086642663124955,0.25153100075802703,0.34020944446401546,0.2636218503539482,0.5248291959648882,0.3909850463336302,0.29597575504610346
8.5,0.4043750067523602,0.4539071704996599,0.1976990623432049,0.22231374863217812,0.35304638178998343,0.28118731756747056,0.251864915441233,0.34047431594171074,0.2641807134261626,0.5254567171775136,0.39153422686436923,0.296377520971137
8.600000000000001,0.4049570796347429,0.4545672184005864,0.19830369931749114,0.22263664547313267,0.3536004443339785,0.2815040978114605,0.2522023240519263,0.3407312433686818,0.26471420340997753,0.5260727224278768,0.39208034988920193,0.2967646697456965
8.7,0.40552841523558886,0.45519883118672416,0.19891783305010152,0.22297507655414933,0.3541093282046067,0.28181668352522976,0.25254283132968103,0.3409806024549694,0.2652228843487802,0.5266769700281121,0.39262281531822957,0.29713736120947065
8.8,0.4060892187004335,0.45580245119643326,0.19954115899478864,0.22332859587828918,0.35457405322427354,0.28212499087078885,0.25288604201407155,0.3412227689106142,0.26570732028595795,0.5272692182903543,0.39316102306155365,0.29749575520214855
8.900000000000002,0.40663969517481235,0.45637852076807395,0.20017337260530502,0.22369675744861323,0.3549956392153844,0.2824289360101483,0.25323156084467197,0.3414581184456571,0.2661680752648979,0.5278492255267382,0.3936943730292754,0.29784001156341916
9.0,0.407180049804261,0.4569274822400065,0.20081416933540316,0.2240791152681826,0.35537510600034494,0.2827284351053183,0.2535789925610567,0.34168702677013874,0.26660571332898725,0.5284167500493981,0.39422226513149633,0.2981702901329713
9.100000000000001,0.4077104877343149,0.457449777950591,0.20146324463883575,0.22447522334005837,0.35571347340156056,0.2830234043183095,0.2539279419028,0.3419098695941001,0.2670207985216134,0.5289715501704688,0.3947440992783179,0.29848675075049397
9.2,0.4082312141105096,0.45794585023818757,0.2021202939693552,0.22488463566730155,0.35601176124143696,0.2833137598111323,0.2542780136094761,0.3421270226275817,0.26741389488616346,0.529513384202085,0.3952592753798413,0.298789553255676
9.3,0.40874243407838057,0.4584161414411564,0.2027850127807142,0.22530690625297328,0.35627098934237955,0.28359941774579717,0.2546288124206593,0.34233886158062443,0.26778556646602464,0.5300420104563816,0.395767193346168,0.2990788574882064
9.400000000000002,0.4092443527834633,0.4588610938978577,0.20345709652666522,0.22574158910013453,0.3564921775267939,0.28388029428431455,0.25497994307592386,0.3425457621632691,0.2681363773045843,0.5305571872454927,0.3962672530873993,0.2993548232877741
9.5,0.4097371753712934,0.45928114994665165,0.2041362406609608,0.22618823821184647,0.35667634561708567,0.28415630558869487,0.25533101031484406,0.34274810008555634,0.26846689144522956,0.5310586728815532,0.3967588545136368,0.29961761049406793
9.600000000000001,0.4102211069874063,0.45967675192589846,0.2048221406373535,0.2266464075911701,0.35682451343566013,0.28442736782094846,0.25568161887699414,0.3429462510575271,0.2687776729313477,0.5315462256766977,0.39724139753498167,0.29986737894677684
9.7,0.41069635277733757,0.4600483421739582,0.20551449190959598,0.22711565124116653,0.356937700804923,0.2846933971430859,0.2560313735019483,0.343140590789222,0.26906928580632594,0.5320196039430609,0.3977142820615353,0.30010428848558984
9.8,0.41116311788662263,0.460396363029191,0.20621298993144063,0.22759552316489687,0.3570169275472797,0.2849543097171176,0.25637987892928094,0.3433314949906818,0.2693422941135515,0.5324785659927775,0.3981769080033992,0.3003284989501958
9.900000000000002,0.41162160746079707,0.4607212568299573,0.20691733015664018,0.2280855773654221,0.35706321348513587,0.28521002170505416,0.25672673989856626,0.3435193393719473,0.26959726189641153,0.532922870137982,0.39862867527067464,0.3005401701802836
10.0,0.4120720266453963,0.4610234659146169,0.20762720803894702,0.2285853678458033,0.35707757844089694,0.28546044926890574,0.25707156114937857,0.34370449964305927,0.26983475319829353,0.5333522746908091,0.39906898377346317,0.3007394620155423
10.100000000000001,0.41251458058595597,0.4613034326215303,0.20834231903211384,0.22909444860910155,0.3570610422369685,0.2857055085706829,0.2574139474212921,0.3438873515140586,0.27005533206258453,0.5337665379633936,0.39949723342186594,0.30092653429566063
10.2,0.4129494744280115,0.46156159928905754,0.20906235858989308,0.22961237365837794,0.35701462469575607,0.2859451157723962,0.2577535034538811,0.3440682706949858,0.2702595625326717,0.5341654182678698,0.3999128241259844,0.3011015468603277
10.3,0.4133769133170984,0.46179840825555873,0.2097870221660374,0.23013869699669356,0.3569393456396652,0.28617918703605594,0.25808983398671986,0.3442476328958819,0.2704480086519424,0.5345486739163727,0.40031515579592014,0.30126465954923226
10.400000000000002,0.4137971023987523,0.4620143018593941,0.2105160052142993,0.23067297262710945,0.3568362248911014,0.28640763852367257,0.25842254375938273,0.3444258138267875,0.2706212344637839,0.5349160632210368,0.4007036283417742,0.30141603220206326
10.5,0.41421024681850854,0.46220972243892383,0.2112490031884313,0.23121475455268667,0.3567062822724702,0.2866303863972566,0.25875123751144385,0.3446031891977434,0.2707798040115833,0.5352673444939967,0.4010776416736483,0.3015558246585098
10.600000000000001,0.41461655172190276,0.4623851123325082,0.21198571154218604,0.23176359677648628,0.35655053760617705,0.2868473468188185,0.2590755199824776,0.3447801347187904,0.2709242813387279,0.535602276047387,0.40143659570164353,0.3016841967582607
10.7,0.41501622225447043,0.46254091387850715,0.21272582572931598,0.23231905330156938,0.3563700107146277,0.2870584359503687,0.2593949959120581,0.34495702609996926,0.2710552304886049,0.5359206161933424,0.4017798903358614,0.30180130834100477
10.8,0.415409463561747,0.462677569415281,0.21346904120357377,0.23288067813099703,0.35616572142022745,0.2872635699539175,0.25970927003975974,0.3451342390513207,0.2711732155046016,0.5362221232439977,0.40210692548640337,0.3019073192464311
10.900000000000002,0.415796480789268,0.46279552128118995,0.2142150534187119,0.23344802526783032,0.35593868954538194,0.2874626649914756,0.26001794710515674,0.34531214928288545,0.27127880043010527,0.5365065555114873,0.40241710106337075,0.3020023893142285
11.0,0.416177479082569,0.46289521181459403,0.2149635578284829,0.23402064871513023,0.35568993491249673,0.2876556372250532,0.26032063184782334,0.3454911325047045,0.27137254930850296,0.536773671307946,0.4027098169768648,0.3020866783840859
11.100000000000001,0.41655266358718557,0.4629770833538536,0.2157142498866394,0.23459810247595794,0.35542047734397725,0.2878424028166609,0.26061692900733396,0.34567156442681835,0.27145502618318207,0.5370232289455084,0.4029844731369871,0.30216034629569244
11.200000000000003,0.41692223944865303,0.4630415782373287,0.21646682504693396,0.23517994055337446,0.35513133666222907,0.2880228779283091,0.2609064433232627,0.34585382075926785,0.27152679509752975,0.537254986736309,0.403240469453839,0.3022235528887367
11.3,0.4172864118125071,0.46308913880337954,0.21722097876311902,0.23576571695044082,0.35482353268965783,0.2881969787220082,0.26118877953518393,0.34603827721209385,0.2715884200949333,0.5374687029924827,0.4034772058375218,0.30227645800290787
11.400000000000002,0.4176453858242831,0.4631202073903663,0.21797640648894726,0.2363549856702182,0.3544980852486689,0.28836462135976876,0.2614635423826719,0.3462253094953371,0.2716404652187798,0.5376641360261641,0.4036940821981369,0.3023192214778947
11.5,0.4179993666295167,0.46313522633664905,0.2187328036781712,0.2369473007157676,0.35415601416166786,0.2885257220036011,0.26173033660530076,0.34641529331903825,0.2716834945124567,0.5378410441494877,0.4038904984457857,0.3023520031533862
11.600000000000001,0.41834855937374327,0.4631346379805882,0.21948986578454333,0.23754221609015008,0.35379833925106025,0.28868019681551577,0.2619887669426449,0.3466086043932382,0.27171807201935105,0.5379991856745883,0.4040658544905695,0.30237496286907123
11.700000000000003,0.41869316920249844,0.4631188846605437,0.2202472882618163,0.23813928579642676,0.35342608033925166,0.28882796195752314,0.2622384381342786,0.34680561842797764,0.27174476178285023,0.5381383189136003,0.4042195502425899,0.3023882604646389
11.8,0.41903340126131755,0.46308840871487583,0.22100476656374257,0.23873806383765864,0.35304025724864757,0.2889689335916336,0.2624789549197761,0.3470067111332973,0.2717641278463414,0.5382582021786585,0.404350985611948,0.3023920557797779
11.900000000000002,0.4193694606957364,0.46304365248194473,0.2217619961440748,0.23933810421690685,0.3526418898016535,0.2891030278798578,0.26270992203871163,0.3472122582192381,0.2717767342532117,0.5383585937818977,0.40445956050874543,0.3023865086541772
12.0,0.4197015526512902,0.4629850583001106,0.22251867245656545,0.23993896093723238,0.35223199782067505,0.289230160984206,0.2629309442306595,0.3474226353958407,0.27178314504684853,0.5384392520354523,0.40454467484308343,0.30237177892752587
12.100000000000001,0.42002988227351473,0.4629130685077335,0.22327455236796498,0.24054018800169638,0.35181160112811755,0.28935024906668866,0.26314162623519394,0.34763821837314574,0.2717839242706391,0.538499935251457,0.40460572852506343,0.3023480264395127
12.200000000000003,0.4203546547079453,0.46282812544317375,0.22402997601266605,0.2411413394133599,0.3513817195463868,0.28946326917311727,0.2633415727918893,0.3478593828611943,0.27177963596797045,0.5385404017420465,0.4046421214647868,0.3023154110298266
12.3,0.42067607510011745,0.46273067144479146,0.2247856058421718,0.24174196917528398,0.3509433728978882,0.289570038685647,0.2635303886403197,0.34808650457002693,0.27177084418223,0.5385604098193554,0.40465325357235493,0.3022740925381566
12.400000000000002,0.4209943485955667,0.46262114885094685,0.2255421077032402,0.24234163129052974,0.35049750153598225,0.2896719875409433,0.26370767852005955,0.34831995920968434,0.2717581129568051,0.5385597863041914,0.40463852475786916,0.30222423080419164
12.5,0.42130967453556356,0.4625,0.22630014744262908,0.2429399697514389,0.3500444263537145,0.28977055957079184,0.26387304893454866,0.3485601138282286,0.2717420063350826,0.5385389157753238,0.40459733493143096,0.3021659856676205
12.600000000000001,0.42162183859004876,0.46236757203188183,0.22706039090709645,0.2435371754778446,0.34958417750766063,0.2898671986069778,0.26402628480936874,0.3488067181324728,0.2717230089554057,0.5384984544489795,0.4045290892523045,0.3020995131310204
12.700000000000003,0.4219299444954865,0.46222383129280575,0.22782350394340017,0.2441336448876616,0.34911678347785163,0.2899633484812867,0.26416750019928803,0.3490585041477182,0.27170108640934065,0.5384390603614456,0.4044342138176483,0.3020248273399889
12.8,0.42223303229270187,0.46206864893055594,0.2285901523982982,0.24472977476740068,0.3486422727443186,0.290060453025504,0.2642968446544843,0.3493141088432572,0.2716759957643741,0.5383613915490089,0.4043153690211137,0.30194176228412295
12.900000000000002,0.4225301420225198,0.46190189609291654,0.22936100211854843,0.24532596190357267,0.34816067378709253,0.2901599560714151,0.2644144677251355,0.3495721691883823,0.2716474935232661,0.5382661060479562,0.4041755109348971,0.30185014031868046
13.0,0.4228203137257654,0.4617234439276716,0.23013671895090876,0.24592260308268837,0.3476720150862043,0.29026330145080537,0.2645205189614194,0.349831322152386,0.27161533618877703,0.5381538618945749,0.40401759563119505,0.3017497837989196
13.100000000000001,0.42310258744326357,0.46153316358260543,0.2309179687421372,0.24652009509125858,0.34717632512168534,0.2903719329954603,0.2646151479135141,0.35009020470456076,0.27157928026366684,0.5380253171251516,0.40384457918220396,0.30164051508009826
13.200000000000003,0.4233760032158393,0.46133092620550203,0.23170541733899158,0.24711883471579418,0.34667363237356635,0.2904872945371654,0.26469850413159723,0.3503474538141991,0.27153908225069584,0.5378811297759732,0.40365941766012026,0.30152215651747444
13.3,0.4236396010843176,0.4611166029441456,0.23249973058822984,0.24771921874280592,0.3461639653218786,0.2906108299077058,0.26477073716584687,0.3506017064505935,0.27149449865262415,0.5377219578833267,0.40346506713714053,0.30139453046630627
13.400000000000002,0.42389242108952335,0.46089006494632023,0.23330157433661,0.24832164395880466,0.3456473524466529,0.2907439829388673,0.26483199656644074,0.35085159958303647,0.27144528597221207,0.5375484594834993,0.4032644836854611,0.3012574592818517
13.5,0.4241335032722816,0.4606511833598101,0.23411161443088985,0.24892650715030115,0.3451238222279205,0.290888197462435,0.2648824318835569,0.35109577018082033,0.27139120071221956,0.5373612926127775,0.40306062337727844,0.3011107653193688
13.600000000000001,0.42436188767341754,0.4603998293323993,0.23493051671782736,0.24953420510380628,0.34459340314571235,0.2910449173101945,0.26492219266737305,0.35133285521323776,0.27133199937540703,0.5371611153074485,0.40285644228478906,0.3009542709341156
13.700000000000003,0.4245766143337559,0.46013587401187206,0.23575894704418046,0.2501451346058308,0.3440561236800595,0.29121558631393124,0.26495142846806713,0.3515614916495811,0.2712674384645345,0.5369485856037991,0.40265489648018943,0.30078779848135
13.8,0.4247767232941217,0.45985918854601243,0.23659757125670702,0.25075969244288554,0.343512012310993,0.2914016483054305,0.264970288835817,0.3517803164591431,0.27119727448236225,0.5367243615381166,0.40245894203567606,0.3006111703163301
13.900000000000002,0.42496125459534,0.45956964408260453,0.23744705520216505,0.25137827540148133,0.34296109751854387,0.29160454711647793,0.26497892332080064,0.3519879666112158,0.27112126393165037,0.5364891011466875,0.4022715350234452,0.3004242087943139
14.0,0.42512924827823567,0.45926711176943263,0.2383080647273124,0.252001280268129,0.34240340778274314,0.2918257265788588,0.26497748147319583,0.3521830790750921,0.2710391633151591,0.5362434624657989,0.4020956315156936,0.30022673627055946
14.100000000000001,0.425279744383634,0.4589514627542807,0.23918126567890702,0.25262910382933934,0.34183897158362203,0.29206663052435855,0.26496611284318045,0.3523642908200643,0.2709507291356486,0.5359881035317376,0.40193418758461746,0.3000185751003248
14.200000000000003,0.4254117829523596,0.458622568184933,0.24006722241009384,0.2532621428716232,0.3412678174012113,0.29232870278476264,0.2649449669809324,0.35253023881542483,0.2708557178958791,0.5357236823807907,0.40179015930241346,0.29979954763886785
14.3,0.42552440402523767,0.4582802992091737,0.2409656408580435,0.2539007941814913,0.3406899737155422,0.29261328750279797,0.26491419343662964,0.35267956003046624,0.2707538860986107,0.5354508570492452,0.4016665027412779,0.29956947624144664
14.400000000000002,0.4256166476430931,0.45792452697478675,0.2418757953261202,0.2545454545454545,0.3401054690066457,0.2929205202276156,0.2648739417604499,0.352810891434481,0.27064499024660355,0.535170285573388,0.40156617397340727,0.2993281832633193
14.5,0.425687553846751,0.45755512262955644,0.24279695684831276,0.2551964274948909,0.3395143317545528,0.2932497324991783,0.26482436150257116,0.35292286999676165,0.2705287868426179,0.5348826259895059,0.40149212907099807,0.2990754910597437
14.600000000000001,0.42573616267703623,0.4571719573212669,0.24372839645861,0.25585364354064727,0.3389165904392947,0.2936002413233975,0.26476560221317125,0.35301413268660065,0.270405032389414,0.5345885363338859,0.40144732410624673,0.29881122198597804
14.700000000000003,0.4257615215406223,0.4567749021977022,0.2446693851910007,0.2565169399384376,0.3383122735409022,0.29397136370618465,0.26469781344242815,0.353083602422386,0.2702734833897518,0.5342886746428149,0.4014347151513498,0.29853519839728015
14.8,0.42576365030798125,0.45636382840664663,0.24561919407947355,0.257186153943976,0.33770140953940664,0.29436241665345114,0.26462114474051956,0.3531323628983626,0.2701338963463918,0.53398369895258,0.40145725827850365,0.2982472426489082
14.900000000000002,0.4257445028465207,0.4559386070958841,0.24657709415801754,0.25786112281297646,0.3370840269148387,0.2947727171711085,0.2645357456576235,0.35316248515220044,0.2699860277620939,0.5336742672994681,0.40151790953730704,0.29794717709612
15.0,0.425706261687073,0.4554991094131989,0.24754235646062128,0.25854168380115305,0.3364601541472298,0.2952015822650682,0.26444176574391776,0.3531760452980063,0.26982963413961836,0.533361037719766,0.4016190149311699,0.29763482409417374
15.100000000000001,0.4256511093604705,0.45504520650637514,0.2485142520212737,0.2592276741642198,0.3358298197166107,0.2956483289412416,0.2643393545495803,0.3531751194498868,0.2696644719817255,0.5330446682497606,0.4017607197912495,0.29731000599832746
15.200000000000003,0.4255812283975457,0.4545767695231969,0.24949205187396356,0.25991893115789083,0.3351930521030126,0.2961122742055402,0.264228661624789,0.35316178372194873,0.2694902977911753,0.5327258169257391,0.4019426733850665,0.29697254516383914
15.3,0.42549880132913087,0.4540936696114484,0.2504750270526796,0.26061529203788003,0.3345498797864665,0.2965927350638755,0.26410983651972164,0.3531381142282987,0.269306868070728,0.5324051417839881,0.40216452498014144,0.2966222639459667
15.400000000000002,0.42540601068605843,0.4535957779189138,0.25146244859141076,0.26131659405990154,0.33390033124700336,0.2970890285221589,0.26398302878455615,0.3531061870830435,0.2691139393231438,0.5320833008607949,0.4024259238439949,0.2962589846999683
15.5,0.4253050389991607,0.45308296559337713,0.2524535875241456,0.2620226744796693,0.3332444349646544,0.29760047158630176,0.26384838796947047,0.35306807840028975,0.26891126805118293,0.5317609521924461,0.4027265192441474,0.29588252978110186
15.600000000000001,0.4251980687992702,0.4525551037826226,0.2534477148848732,0.26273337055289747,0.33258221941945043,0.2981263812622157,0.2637060636246424,0.3530258642941442,0.2686986107576055,0.5314387538152289,0.40306596044811943,0.2954927215446254
15.700000000000003,0.4250872826172192,0.4520120636344343,0.25444410170758225,0.2634485195353001,0.33191371309142265,0.2986660745558121,0.26355620530024976,0.35298162087871354,0.26847572394517166,0.5311173637654302,0.4034438967234316,0.295089382345797
15.8,0.4249748629838401,0.4514537162965965,0.25544201902626135,0.264167958682591,0.33123894446060215,0.2992188684730024,0.26339896254647066,0.35293742426810454,0.26824236411664165,0.5307974400793367,0.40385997733760454,0.2946723345398746
15.900000000000002,0.4248629924299652,0.4508799329168931,0.25644073787489957,0.26489152525048454,0.3305579420070199,0.2997840800196981,0.2632344849134827,0.35289535057642374,0.26799828777477563,0.5304796407932356,0.40431385155815863,0.29424140048211633
16.0,0.424753853486427,0.45029058464310845,0.2574395292874856,0.2656190564946945,0.3298707342107069,0.30036102620181043,0.263062921951464,0.352857475917778,0.26774325142233385,0.5301646239434138,0.40480516865261457,0.2937964025277801
16.1,0.4246496286840579,0.4496855426230266,0.2584376642980083,0.26635038967093505,0.32917734955169425,0.3009490240252512,0.2628844232105923,0.35282587640627394,0.2674770115620763,0.5298530475661581,0.4053335778884929,0.29333716303212404
16.200000000000003,0.4245525005536902,0.44906467800443167,0.2594344139404563,0.26708536203492017,0.32847781651001295,0.3015473904959316,0.26269913824104557,0.3528026281560183,0.2671993246967634,0.5295455696977555,0.4058987285333141,0.29286350435040603
16.3,0.42446465162615626,0.4484278619351079,0.26042904924881854,0.26782381084236395,0.3277721635656941,0.3021554426197631,0.2625072165930015,0.3527898072811178,0.26690994732915513,0.5292428483744931,0.4065002698545987,0.2923752488378842
16.400000000000002,0.4243882644322885,0.44777496556283936,0.26142084125708376,0.26856557334898046,0.32706041919876866,0.30277249740265727,0.26230880781663823,0.35278948989567904,0.2666086359620118,0.5289455416326574,0.4071378511198674,0.29187221884981646
16.5,0.4243255215029193,0.4471058600354101,0.2624090609992408,0.26931048681048353,0.3263426118892678,0.30339787185052547,0.26210406146213344,0.35280375211380893,0.26629514709809354,0.5286543075085359,0.4078111215966406,0.29135423674146094
16.6,0.42427860536888107,0.44642041650060443,0.2633929795092785,0.2700583884825874,0.3256187701172224,0.3040308829692792,0.26189312707966506,0.352834670049614,0.26596923724016047,0.5283698040384153,0.40851973055243895,0.2908211248680755
16.700000000000003,0.4242496985610061,0.44571850610620634,0.2643718678211855,0.2708091156210061,0.32488892236266365,0.3046708477648299,0.26167615421941104,0.35288431981720086,0.2656306628909728,0.5280926892585822,0.40926332725478304,0.29027270558491836
16.8,0.4242409836101269,0.44500000000000006,0.2653449969689507,0.2715625054814536,0.3241530971056225,0.305317083243089,0.2614532924315491,0.3529547775306765,0.2652791805532908,0.5278236212053241,0.41004156097119326,0.28970880124724746
16.900000000000002,0.42425464304707566,0.44426476932976966,0.2663116379865629,0.27231839531964397,0.32341132282613005,0.30596890640996793,0.26122469126625736,0.35304811930414737,0.2649145467298746,0.5275632579149276,0.4108540809691903,0.2891292342103208
17.0,0.42429285940268496,0.4435126852432994,0.26727106190801087,0.2730766223912912,0.3226636280042174,0.3066256342713781,0.26099050027371345,0.3531664212517204,0.26453651792348426,0.5273122574236797,0.4117005365162946,0.2885338268293963
17.1,0.424357815207787,0.44274361888837327,0.26822253976728355,0.27383702395210946,0.32191004111991534,0.3072865838332312,0.26075086900409544,0.353311759487502,0.26414485063688015,0.5270712777678676,0.4125805768800268,0.28792240145973214
17.200000000000003,0.4244516929932144,0.4419574414127755,0.2691653425983695,0.2745994372578126,0.3211505906532552,0.3079510721014384,0.2605059470075811,0.3534862101255991,0.2637393013728223,0.5268409769837776,0.4134938513279075,0.28729478045658624
17.3,0.4245766752897993,0.4411540239642901,0.2700987414352576,0.2753636995641148,0.3203853050842678,0.30861841608191126,0.26025588383434833,0.3536918492801183,0.26331962663407094,0.5266220131076973,0.41444000912745715,0.28665078617521667
17.400000000000002,0.42473494462837413,0.44033323769070143,0.27102200731193676,0.2761296481267301,0.3196142128929844,0.3092879327805613,0.26000082903457494,0.3539307530651664,0.2628855829233864,0.5264150441759132,0.41541869954619637,0.2859902409708815
17.5,0.4249286835397714,0.4394949537397934,0.2719344112623956,0.27689712020137247,0.3188373425594359,0.3099589392032998,0.2597409321584391,0.3542049975948501,0.2624369267435286,0.5262207282247126,0.4164295718516456,0.2853129671988386
17.6,0.42516007455482335,0.4386390432593504,0.27283522432062307,0.27766595304375596,0.3180547225636534,0.3106307523560384,0.25947634275611825,0.35451665898327595,0.26197341459725776,0.5260397232903821,0.4174722753113254,0.2846187872143461
17.700000000000003,0.4254313002043625,0.4377653773971563,0.2737237175206079,0.2784359839095947,0.31726638138566793,0.3113026892446884,0.25920721037779054,0.3548678133445507,0.2614948029873342,0.5258726874092087,0.4185464591927565,0.2839075233726619
17.8,0.42574454301922104,0.4368738273009954,0.27459916189633893,0.27920705005460256,0.31647234750551045,0.3119740668751613,0.25893368457363386,0.3552605367927812,0.26100084841651805,0.5257202786174796,0.4196517727634594,0.28317899802904417
17.900000000000002,0.4261019855302315,0.43596426411865175,0.2754608284818049,0.27997898873449373,0.3156726494032121,0.3126442022533686,0.258655914893826,0.35569690544207405,0.26049130738756954,0.5255831549514814,0.4207878652909545,0.2824330335387508
18.0,0.4265058102682261,0.43503655899790966,0.2763079883109946,0.28075163720498214,0.31486731555880393,0.3133124123852217,0.25837405088854487,0.35617899540653597,0.25996593640324867,0.5254619744475013,0.4219543860427625,0.28166945225703993
18.1,0.4269581997640375,0.434090583086553,0.2771399124178969,0.28152483272178186,0.31405637445231693,0.3139780142766321,0.2580882421079683,0.3567088828002736,0.25942449196631573,0.525357395141826,0.4231509842864039,0.2808880765391695
18.200000000000003,0.4274613365484978,0.4331262075323661,0.27795587183650056,0.28229841254060706,0.3132398545637821,0.31464032493351113,0.2577986381022744,0.35728864373739366,0.25886673057953097,0.5252700750707427,0.4243773092893992,0.2800887287403975
18.3,0.4280174031524394,0.4321433034831331,0.2787551376007944,0.2830722139171716,0.3124177843732307,0.3152986613617704,0.25750538842164067,0.3579203543320029,0.25829240874565446,0.5252006722705381,0.42563301031926903,0.2792712312159821
18.400000000000002,0.4286285821066949,0.431141742086638,0.2795369807447671,0.2838460741071896,0.3115901923606934,0.31595234056732124,0.2572086426162452,0.3586060906982081,0.2577012829674464,0.5251498447774995,0.42691773664353405,0.278435406321181
18.5,0.4292970559420965,0.43012139449066517,0.28030067230240757,0.2846198303663751,0.3107571070062016,0.3166006795560751,0.25690855023626596,0.3593479289501158,0.257093109747667,0.5251182506279133,0.4282311375297145,0.27758107641125257
18.6,0.43002500718947667,0.42908213184299854,0.2810454833077047,0.28539331995044215,0.30991855678978614,0.31724299533394357,0.2566052608318807,0.36014794520183274,0.2564676455890764,0.5251065478580669,0.42957286224533126,0.2767080638414547
18.700000000000003,0.4308146183796678,0.42802382529142224,0.28177068479464706,0.2861663801151047,0.3090745701914782,0.31787860490683795,0.2562989239532672,0.3610082155674657,0.25582464699443486,0.5251153945042469,0.4309425600579047,0.2758161909670453
18.8,0.43166807204350205,0.4269463459837205,0.28247554779722356,0.2869388481160769,0.3082251756913087,0.31850682528066976,0.2559896891506036,0.3619308161611213,0.25516387046650246,0.5251454486027405,0.43233988023495534,0.2749052801432826
18.900000000000002,0.4325875507118121,0.42584956506767746,0.28315934334942305,0.2877105612090728,0.30737040176930874,0.3191269734613505,0.2556777059740675,0.36291782309690634,0.2544850725080394,0.5251973681898344,0.4337644720440038,0.27397515372542436
19.0,0.4335752369154301,0.42473335369107723,0.2838213424852343,0.2884813566498063,0.3065102769055094,0.3197383664547914,0.25536312397383704,0.3639713124889274,0.25378800962180587,0.5252718113018158,0.4352159847525707,0.2730256340687288
19.1,0.43463331318518855,0.42359758300170397,0.28446081623864594,0.2892510716939915,0.3056448295799416,0.32034032126690415,0.25504609270008993,0.3650933604512913,0.25307243831056214,0.5253694359749714,0.43669406762817653,0.2720565435284538
19.200000000000003,0.4357639620519198,0.4224421241473418,0.28507703564364706,0.2900195435973425,0.3047740882726365,0.32093215490360016,0.2547267617030041,0.36628604309810464,0.2523381150770682,0.5254909002455883,0.4381983699383418,0.2710677044598575
19.3,0.4369693660464563,0.4212668482757749,0.28566927173422624,0.2907866096155733,0.3038980814636251,0.3215131843707908,0.25440528053275746,0.3675514365434742,0.25158479642408443,0.5256368621499534,0.4397285409505871,0.2700589392181979
